Address,Balance,Identity A,Logo A,Identity B,Logo B
5EHsbXVGLiHB4yUAP29tb48QacZBedZGgrMZ8SRtKAqPFjRE,395500995800,0,100,100,0
5Gx8Tw2zhm5fR3fTttEerEL2gaiLTipq8nVJFAcmBWKQdD52,982636609986,0,75,100,25
5HBysXR95Kahr2GrFVXC57SUCZcNLmTJbFYHBDx8eERLim6b,309270704000,25,100,75,0
5ESLnXSivmdpvMMqpQn7Ma5sHrHuGu39MGdRPRpVxVLH7gqB,826789660765,100,75,0,25
5DMPp7vssKb5NJYJa65Bhshbp52T2LFyS5anN5c1zVfPRiJL,19389000000,100,100,0,0
5FLVvBnNhhc91KFZCrDAzDaGGmvzDJo3GDWYKvCzYNUVq1mm,13589000000,0,0,100,100
5DDapu6Z66KPE4WdVeELfwPWZYfRQ2yRkmrjjU4DuQFTFX5t,20933309102044,0,100,100,0
5CCigW4XkUtiY84udpT5kZzSsbuifgRF9gTHhg2chuMMN63t,57913862086,25,100,75,0
5HmdXZ7LV7koxa9wLHjGriJtsG54A2ree6njHG2ia4oyaCHZ,19830730000,100,100,0,0
5Gy52n4oF6T2Xd54exCmgnG6fqHJ9K4hERuLiZ71McEcWqP3,29549000000,0,75,100,25
5HmWqGtbbLgZ5ouRG1rV4v952ehTn5Mx7DFeZHgihMJKZmjP,36401381687626,100,100,0,0
5DoZ1ssDpxC7i19UrR4UDomx2og5dvGJkAY9hpru6w7tQUf9,41085999957,100,100,0,0
5FNBAMuzFKAqzsKsuGwDLWFPjq29rcAefSpKj4Pm8YZqdMoH,11538000000,100,100,0,0
5E1VK5XUC4CymGfC9VyfKUpzSCQkQSDqtMm9ngTjxwH8SjHw,1267756598534,100,100,0,0
5GEi4xdNAkAaKVomQH27PoP8dBmevcdYkT2fP7tK7a1hxSZm,30417959738,0,100,100,0
5DczC7N65HdujAosBsHW6eCeGdWJdQTRbwGuR1e1WPZtDL2J,3852890629970,0,100,100,0
5CqWkYAoojXjbjDvSqc6oFPEE23JXjAZoJ23rX4AzMueWVus,186411250884,100,75,0,25
5HH2rSBR5pRxSHGqsjt4fUDWeQufugqgDASG4UYM3yRbsqGa,166202345912,0,100,100,0
5F9UMAS8bqxc9KBU8JHbni49eSnBALohECUMpTvF6pXgwzEK,22924999732,100,100,0,0
5EcJndmXfuwGMtgR2iA4J1ufYPC7bDhYnKHnjftnwyZwkbSF,207101396358,100,100,0,0
5CNmqfxbriYX9K1kUG2Xsa6Pd82pNsTQPWN7xrxd8sgvNcFi,8094681753240,25,100,75,0
5Enmjiu3oeEGek6jUxUzHvs9dNG3h8z73G2h1oZFAmFujs5k,104500000000,100,100,0,0
5Da5jhvnn78pjoPwZu2bgt1kdd2rEYMsQZHVErCni6kr7j9L,63892999986,0,100,100,0
5CqsjGrFMc7hWvc1g5wmwCzV77X6Hr1qBJCNVy1zFwXSbFFs,159290451200,0,25,100,75
5FpZG3dJjw2cNdy1XbjTNdkus9uam5G1J7qAYtBUYKngaiz4,20000000000,100,100,0,0
5GDzmFzUPA6ZVc4qfyjheAMynrjch1tJxi26QX3Di3sVXYJQ,849089000000,0,100,100,0
5GLQUnNXayJGG6AZ6ht2MFigMHLKPWZjZqbko2tYQ7GJxi6A,218240000000,25,100,75,0
5EsKQ6aVeYYhbK31RqZxoQ7ob9VutJDr5Hoa3qZRYRNAwnfT,277292210900,0,0,100,100
5DdB8VqUdHA9D5b7dtE1WC9MrZRLZBvL46QFnwZ6rmo5SZza,12119003798471,0,100,100,0
5HpxHBLdo9tdeuJjfjPG3SnPnTdLuSR4VVLqFey1w4tXozTb,6069232188242,100,75,0,25
5EeLDk8Y4U8H19vt1X6Vn3CgamvoCUf5vkRinKFsHomiUWYb,11035620915120,100,100,0,0
5GuMSdjcbsRGCc2fZW4xPGtM6SBdcQT34BcE7LkEKq21MYru,41000000000,100,100,0,0
5CPa6j6ZPPVHeQgXHXo2UXmti1L7xXxLgN2AxYwVSD1NnYmZ,17493999852,100,75,0,25
5H6AWpLc18uTSTTDfxiHrGiScVK9Xe5Hps7hv2sY8MM12NYv,19549000000,100,100,0,0
5CfUH9BSFbz1HNrQA2v47enYG33XWihMJJRb4Cmrsps9xoyV,12589000000,25,75,75,25
5Eh3Gh872NCmBMtE4amWgWRy9faBRsdBjioet4bYNdCFiotZ,207542666505,100,100,0,0
5Gy4tu2o6wmjnE3qLcs3isFJFzUeubx6NYs3evLggsjWCjFR,1079658776607,0,100,100,0
5Hmyh99NdMGanGy7EFxRSDrbp9UirF5b3aX1kxbYBrXUWcMH,19589000000,0,100,100,0
5CyxVy1muA79vsQEpMgz44FNZEbTGeWGA4ytt1vSt1NANCae,107399865440,0,100,100,0
5EpxXuH7cnpmFNK8wz37XVH2SVB49m1WCP2adargP95ibHY4,10172988340,0,100,100,0
5E4Kg6vANX5hNJ8xh8VhWxzzSD74iXJb3KtgKnLhsuvotTCC,200587999945,100,100,0,0
5EFQbWbefRdmFA5igzRN83c6iyTUBNPQLLsFS7SSSmgPsJrH,79703209196272,0,100,100,0
5DA1FDgu9DRksozcZMpE7SstBTo5JpQjBY2PC9eq6TNBLdY4,7068452043235,0,100,100,0
5CSfEwHGh7eEmyN15u1jmQckxrbWLmadmfyCzfiuRarfvZck,499052999964,100,50,0,50
5HWCCe7amkN5LmkVW6Jr2Li8AWHi4RLuZ78SqGdHMcsNc5E7,50354584907,0,25,100,75
5HC1RyCdNkRpL9ybDhLog5jCpatDcVcbre9whwTmpWcW3ooA,13589000000,0,0,100,100
5HjcT6u3V7yXjCZMiHWEk4sdTeieT4MenNVcEe5NCQxk5Wg9,10309235097629,0,0,100,100
5EHQ1C8sZTSLEZ5Ao2yZtZ5d2khvtEshbs5aCNANt28a5zMJ,15442799940,0,100,100,0
5FtH2Hjpf4Y2ms4ACJJLLVsuwcMNMqxe9vGmxvsipQwxtJrh,1422828978630,75,75,25,25
5DhpnxM3w5JxFg1W96His3XzYhWPDi4Fi15wPmvi83RCKP3D,5083110024361,0,100,100,0
5D5JFeFYFk1hEpqwDrwFdhoAzknUT7VdsEyGiv5uu55x1Kzd,10400000000,0,100,100,0
5FX5ukcnio8ixT1S1ydMX3sC6VXbdkFicMqMG2FmuBvry4Qg,7108686485146,0,100,100,0
5CaUYC5NPnaXmRrYSKn2JNoYmmpFtZmU3dzWjtpgNKtoEScK,10400000000,0,100,100,0
5D5gKwL45M8MeuHB2FvwNucz9aBMQj1LeZnUDdomofmnnveL,309788900000,0,100,100,0
5EM3hEavynJ5Ti4wVaV1pgMXfg9NevPiSeJz4Q2JGmVKC6pk,10283976284434,0,100,100,0
5DXLaSiAg3nka56Prkrs114Euhj1EtiZaJw719d9sEXiSWiC,1387495107536,0,100,100,0
5Eo6JjowzehaowcUtyiYXd1LDF57UmmisCPi8uTyVLvHR97k,17029081950,0,100,100,0
5C4nd5AhjAP6QUUZoUHkzYiPd2oYioGp9x73786VQJysg75v,2109229991155,100,100,0,0
5HgMVC7jSnvqp1AaxZsQc6XAoUqfRhW9tAJDVMhhRpSQdcYh,10441146560098,100,100,0,0
5FsTezPyPiLGwZqT779JgmpAGuTyeqg6FZkAfaXMUt65jAWv,28589000000,25,100,75,0
5DPm92eL1nwvfrS3Tb4mU9sWo5frQQhobSwbLTfbXaJnWUwg,13589000000,0,100,100,0
5E7sruTyHMeFyU2kL3HzocNACGaXXvJ3CLREr33JHNfEgRJP,6013589000000,75,100,25,0
5EvJq95smwo3edFAT3nYYesDQFgoxdfCX4nere9XgXWEaSGz,107506000000,50,100,50,0
5CWzVqwP5b6xeMTT1bcmkSh87hB26gUphtVPurw7qbmkjxPX,299500000000,75,100,25,0
5DDJuYpA49YznPAYW8mnLT7rrwxN8M7LGDcNckHiqXT3qywa,27375673842,25,0,75,100
5EtL5XXWyWnzwLivVx4yyyWSsuTECUwBcrrNMWqTrJ2FJGEZ,2796903202418,0,100,100,0
5E1eRdbcJE8ymCYsPu2spt7GdmqTFaEZ35U3wQs4E5yRBUT1,15986945482725,0,100,100,0
5ERbniHaPs6o2LKowf4tBihVPB89LLmejmsGfxDAQQFYGoKu,448175131100,0,25,100,75
5Hp4DJHxkodgrvZMZAY74W8aFhK3pdb2JQVeEpXJvw5cpFS6,49589000000,0,75,100,25
5GWAUrMhbMs6SH3rcyqyUjwosdVcui44tXuHtgZXVtKPpq9j,30429000000,0,25,100,75
5FvKfRaNx6HY2hkQm3kWbY5UuewJYarbNRi9tmMcMKGjVg1X,3116055691000,0,100,100,0
5CUTTHSSr2CAAcKhxxXsYapZTr191Dk1YYWydaU72D4Dm41i,131444283184,0,25,100,75
5FNiZc7zJLb7Bb1yfZuoPP1Z83Dc9fjUcYHcR2d5HmcgETKk,139818703000,100,100,0,0
5GLFfUfeEG5zfbvXVDt8BQBhu47fqgywafeY3xntpESb6SNH,18136999610,100,100,0,0
5FnyMUj8Lq1mHRLGXhxnPBobkKBDdbuCMGgDteeQtpfp6Rk9,12620439925,100,100,0,0
5H3eCbn4Z2DjWkHM51MqcpMvJfQTfjaJ7jw7LZbVCBUajS1B,46121999918,0,100,100,0
5G941jrqtLsbvdkKGXfujyb2VGPrpsrYX51pHdZzuYKPjwtY,1076732545712,100,100,0,0
5EJ31g5vpHdtjPWYuKm7HTY66SUWppB1u8sZE7qck4yBPu6f,12549000000,100,100,0,0
5CRxTNc8vFHVrrSXPKaYsaBkahZKfKV21Kh3uGFddyqGHqj2,5381707447123,25,100,75,0
5CPcgJAVUBNtd5ikWvHPdn2F1chDxSMAKgDB287bVC249Kgs,14821634870733,100,100,0,0
5EsQZTb6Wmp9YTQE9FfxtbHREwgQr9b3Ab8BGrUpQBsUcaQ3,20549000000,25,75,75,25
5G41M3YicouHY9hYGS3BevRnN1WbrfRL81gZa9QnJNzAxKjY,573804599972,100,75,0,25
5HdqYddiznj97J7yFVsXz6fU7KX5G7E6Jni2fmBf7QSHTHSf,14000000000,100,100,0,0
5HGf4YKkf7X5eDv5cXi2UehKVRkPoZdmueCq4HRDyZKZbFgS,533441994000,25,100,75,0
5EF5TqSezn9pUS543VdXTDciHrbhNSCSZXvY7bBysZs3Xwmr,1736633270000,0,100,100,0
5EHsYwMknMnJPuF3TDM4EsnWy1B9PbQNXajvLAfsm8nKPTui,1497775999900,0,75,100,25
5EU7GGmwiVMdsc9zAHduRe18C1LNtC6rUnK6LoPxnWQk1mYu,50570690375297,100,0,0,100
5F1LbZ3Ap6gnnLqLdVCiLVELBVuswP4ybS6ZxJ5k6C7hXT1n,10040618846882,100,100,0,0
5FFG7FuHL5pJiNqpt1zvkDPn4R6ArT8cAWxjAa13HCP7MQvS,30904852655748,50,25,50,75
5DoS6ZRi5nAUUXHTqiwVRS2wFhFb6pcLxgnhUe6HaacnV6xW,9117980999748,50,0,50,100
5HFG7GSNjEBbRmLq9MgMpStESxsJGyQMeyLejC547CKZ1SVb,9114589000000,50,0,50,100
5HMiDTEPK9wf2ct8iqTdthXaEmVxf8tWJeYHF5ZdpivJt3oJ,9114589000000,50,0,50,100
5G8iD2ppShBJJonfJiiiUvewhE56hS3qkbzJGpAVw2yGDSTr,9114589000000,50,0,50,100
5D8wfZRiMBnJ4vTeAiuKPkVuTBdPFKUDpLDKUG7b6hVJ3Gjx,9114589000000,75,25,25,75
5GEphGf1JVBVGjUbMF8LTHxBRqXdxnbprdgNZkWit1KKWi59,9114589000000,75,25,25,75
5DwzNcJk9dxzj1zS5qhNd1yYySe8AXZAAnD1oBiHoijEM9HX,27087894895771,0,100,100,0
5EqQZ1XtxcukxJutZs2ijnbhGv5Ci8EMa94e2a5nLeHFVuWE,9114589000000,75,25,25,75
5GJqD16UYQprJb8VJxBVPqBkktVmtuKmtYJmqHF2LiYax32M,9114589000000,75,25,25,75
5CFG7GUAN72CQyKWyg6x65JCwnoHqdL2DiPQJJE6SgLSWuWu,9114589000000,75,25,25,75
5DFG7G4f5aqKFizyh8f6MybFDnBntHjhfyYwmJJGHWi9SuGr,9114589000000,75,25,25,75
5FEpgqtthtc22gA6cjEWX7xf3a4R8jH5ktJGmdfdZ9afHL69,9114589000000,75,25,25,75
5FEpgrVpbMGYtNaw6DVcG238V5kQ8bS4zt3XVVSUzS4o4Ydg,9114589000000,75,25,25,75
5GFFhGJMDvDjfLXR9w7aVgvvUiGTzaxs91HUC4A9Rn16hMQD,9114589000000,75,25,25,75
5HEq7FqwewvYviUte46Tx4fUpd6Vx3GXEMQfuC1dv1QuzCxJ,9114589000000,75,25,25,75
5ED9D3EwSzTbRbs6N8SNwrcTT12qx8wifF2TWe8ucQWz4e4h,9114589000000,75,25,25,75
5DpiDTEABEovgqQfhdQw89jDwwh559jmQxYmqvRShp7X5CAn,9114589000000,75,25,25,75
5Ev8n3EeKqs4W1erK8Jb3ThDzegA8fpCQ8vh6T1P5KhVrsCX,9114589000000,75,25,25,75
5Fk8n3E8qS42xaCxgHYaWyGRD4KBVN93jDngeXzB6cxj8qfL,9114589000000,75,25,25,75
5FshnTETkomzGXPzqBDiTCvo9C5pvR8fRoXCVMzG4dhMndpN,9114589000000,75,25,25,75
5HFiD3EVG7NdEZucRQGoVKjV1ZKLEKsCfzbtqHQiuTznvPt7,9128594999594,75,25,25,75
5GsiDTEc67VNfPp73TdHGiyayg4ARnyU1c19XKxo6gj2ZTsj,9114589000000,75,25,25,75
5HY8nTF6xqW5m3mUiL3jXJETfLeZxNka6Kgsjs7dazM5S5YU,9114589000000,75,25,25,75
5DfdfZ1JFAQvWe8E6qvtWbozpZ3QNvt5Lr4PP3WM1Dikose3,9114589000000,75,25,25,75
5Diw68RHvkm1XHCf7iCVSyPC63QWg6FZhbHRbXniYeT3jk45,9114589000000,75,25,25,75
5DotfZRhkxyv75xZBM77MCR4rV9pXbCeGq6Vu1vdUQ2o4Zxr,9114589000000,75,25,25,75
5EV1681HjFbp45vZ3CAkpiCiMMmTBLEzLsMzTvBZJQu765so,9114589000000,75,25,25,75
5F3e681HXo23yTvBPZir2zmkYmfYuVGkyAEPaKeNmoZ4VFAK,9114589000000,75,25,25,75
5Fd86ZRhfSV45D8rf3pN61THne499BP6UcVLrnjfLKwkeDYS,9114589000000,75,25,25,75
5FtGfZRi2gBCiJqcaVFuN4Dri7kBoGZVD8cnMVN8oEkKnGMQ,9114589000000,75,25,25,75
5FtQ6ZRHwtvNMuhnyyaAqqdEmfvCFRw842UHhb2nXzpd8uBC,9114589000000,75,25,25,75
5DxzNSXUY4RRZAaEMF7DcJ7wZdhEKntrKJGtHSuy3eqWwBWA,9114589000000,75,25,25,75
5EpoP16tXucFygtVoFKQpS9eWizezDJdj6nWoPyVxmLyS84r,9114589000000,75,25,25,75
5FGywSXUYMc8UqQQyQGCy7pvjK54EQej4YsSTHYAvamCYvb5,9114589000000,75,25,25,75
5GKQJf5STrifQTupnzedx6MNw5iHu3ZydkNRL9czsTDjsP3q,9114589000000,75,25,25,75
5DvsTPyYM6pCLWEWzJa9n8hUdZ9uYAvXKrU3rxkfoPrkK4de,53493070638891,75,25,25,75
5CvtPgNz9YbVR3g7aLZmpJrKVR7hSiNBx9LfsRfjKJXVm2uR,9114589000000,75,25,25,75
5DNu4JaUDzAZQhE56RNmcCkBorrCdpR5P1inUagu4eVaioCR,9114589000000,75,25,25,75
5FsvQcBHYtSWvGuaoKMWmCaxFpoqgZKjcJKHjzUztjWtBQDh,9114589000000,75,25,25,75
5HGPVEvu7dQjGA1zS9Ei7NG7xNpiVKd69VVCtmixqYb6WvUT,9114589000000,75,25,25,75
5CetujzCxuhGnSe14okG5oTrTM12pBLzy5xBJom7urCofPU9,9114589000000,75,25,25,75
5Gzqm56zG67EG8jze5Cc7KzZbPaiEVMoC2dHuY37Arffiho7,9114589000000,75,25,25,75
5CpFgqnaPgeXQMTWJRUuhnBdrdVFiLfKxuhNA17HwLfk26nd,9114589000000,75,25,25,75
5FjKGDX6yBoSYFmyV9rnUjXVC6DeszeQtfcGk9MvEr4kZvG4,316981124200,0,100,100,0
5DEq6r7A2omS7rXJZdxHtr2t7wuWTcGS1yLVmyXXEYAgojPg,9114589000000,75,25,25,75
5EEpgqphTNFcGxBAFmyQpcQ6g8mfcRJYaTrSi5rR9D8uVxfx,9114589000000,75,25,25,75
5EEq7GFEPLhWdsqroQGh6RGjYFuS3kT3WueFTdTvhbZ8gUT3,9114589000000,75,25,25,75
5EEq7GJ3qCppZGKVLH2RYMjcPPrk9NKnehnkHxCJZLUUaCUG,9114589000000,75,25,25,75
5EFFhFwzSAqzkTHGPq7DPBmicwGDeURH1RZ8sMjkUHwmPz7R,9114589000000,75,25,25,75
5EEq7GQTAouifMXwSY9jjwYTSYVe1KeFsseNLqG7tVLZYBvm,9114589000000,75,25,25,75
5DpFhGB8VU7rzzUcUxJBrZjfVqqRfGQ9rjYb29c7gyVT9woK,9114589000000,75,25,25,75
5EFFgrdmZueyY7H1spWgZxMxwobonJca48hmMmHn6VvGqSxj,9114589000000,75,25,25,75
5DJ1a17dJn1NoxWq9D1qeTMhG7BSfU3Dob1DA65TL4VsFFN1,327820000000,0,75,100,25
5DFjtdRzdrdkWJecS6mDFK8ShPk7sXmyhWiEuZic85JKoYrk,18589000000,100,100,0,0
5G1iR3WTmTxvLUA2VH7iQEcL7ukDQiCYpJ2CDfe8onqa3nfQ,19589000000,0,100,100,0
5DCTzVr3Grj4cNR8YNJZDMNsnFczMD67WUiR1fEhJvLkkwQR,3559803499911,75,0,25,100
5CcxDff8pVN9E3Zwrge26xyXCTeZHq4Zz7uhcaPQueCB3nvs,14589000000,75,25,25,75
5GZa3yo9wjPhu247FP1vfGU3nhLaFNF1HYrNuprY6GA1cNW8,3404720060717,50,100,50,0
5HKnaBwiTL8fqPM1jxxH1GHUGc4Q1eqk4fUqdTYF4VcTnpL4,11112004751,0,100,100,0
5G8tTTpwooccDyY5AopYg2U3f5GAvKWzAkDEy2T1QXBW8yky,175206899972,0,0,100,100
5Ct4VfuTwxdUV81i55eJxN1BD6PiaCMy8VkaYwthEB1fugms,147209440800,75,100,25,0
5CkZJGcKQPwQZU3UHLLeRBP4Gmp5DA7mqrPNtKXvZiaAGov6,10319529914,50,50,50,50
5EPKqJ9ps17JDLmYj3tpx2tzT7yx66RuwmLXzReDFhbXNtLj,833344506596,100,0,0,100
5Fk9JbP7bA2ndLTN9S2Hrhs3FbhqJv5q5MyKCBphu9SXg7Tq,2027301999985,50,50,50,50
5FDoQJ3U1u5DkYaLtySizmdRd1q3iidSKBbB8X33LZfGaeBc,15052856531044,50,50,50,50
5FgdRusCP5PPAUimE4939bc4B2j3wEVMCVzuPqws3tPUkWB3,48589000000,0,100,100,0
5H9UwQXXjyU5wSW4JiAaFqR1aE3mRrPT39eQQyAJJtzmJWkw,136043999986,25,75,75,25
5CPyLfgd1KdNRD3ezL52W2HEQ15zmChq3Vxzefqr4ExyF5ck,704330793500,0,100,100,0
5FX5SG9zTsbrS1rQq8WPsgoTCmSjAjJyWq13ZpDrGiFkpTJ7,119385956269123,0,100,100,0
5CDn6us5XRngz99xuW9TaB7Twz9rU2g3WmpiDUoyyi37fL6g,10532999986,0,100,100,0
5H9Si1x2LJuG64ckDYP611vN7Rc7Mv5VF8JvpRbySPFKtAtM,27720974198,100,100,0,0
5FuqUZ4hu6EfckB5Djm1rZccbDNhijoDicSi5WpAzzKWhWf2,48589000000,50,50,50,50
5EcZMVyLghcCnXZ8HjBKU7yfK49owqF923gd675CYK5eSQxy,39363999873,50,75,50,25
5CrGkhjswZPpX2YkwwgyxWxT7cdVxnMPdKCxsZV4UnmPQhcC,42895852928,0,100,100,0
5HpBf4nP24jjThZDVHkSXCEascknwCa34uMbi3jKS82iStzx,56062501200,0,100,100,0
5FbeNhAepEmbvEiNTkPvJdHCKYCpgE3M3n1BPsGGd7X8cpzM,101163999972,100,100,0,0
5GuYx6fHXMgG8tYDuGxefygZpWen79M8w1UBQZKwUVTjVwqD,50530028511,0,100,100,0
5CyB7TNq8jfsE3bqqhdExUogAnybDduEPWDnzHzqfK4phThy,18907999902,25,50,75,50
5DwR4jLFGWWfQuAm2B8aiwQU63s6L4gF1J3LVHUFzxTxFWEc,11691999972,25,50,75,50
5ExxhBqiNHYb7Fxk5J1PurpPYoRm7tX79N35TNhoE3QPfyzB,12000000000,25,50,75,50
5FpSJH1ByAYQpFD4i2SNjVd6MwCtCVkqudz8BAPzSha3CEeC,12000000000,25,50,75,50
5D2JQD65m1jpVzdDBNe7W8yVbYPRHrWkK6CFrcjpvSPA1w9q,46694846785,25,100,75,0
5Df8KZniF28dUNQc1S6exu1CK6WWS9KUW6jKayP4sKk2HYwL,1295101190000,0,0,100,100
5DaDDabWGbHUDohKK5JFBgw7j8xVGijYZCgpAuXQzkEWkkMs,6051588418621,100,100,0,0
5EqjLA5AHpiqd2QktZqhKbugSqqBScFCZPSzkYXXnedpBfUa,457940849760,100,100,0,0
5FbiEM1Ekk9RGPhKrhNDL4A4B1yGYZHgs4u1kbG788Kkz8Yr,1975310486017,0,75,100,25
5DS1m9hMfoiT9k5VyyD3emnCXKx6HTesWgj8vc6yMH4AFKVU,99549000000,100,100,0,0
5FHj6fwCZLjADer8FdR6q3ibBXq6vHMxb32oFTpiVHgt7gEw,21363864600,100,50,0,50
5FvbuEMJTkpXSt1GRkWjMZUh3TRdEyov2Gy1y44uj2ZMCRnc,3640842100000,25,100,75,0
5DsnEYe64f1gujSodPWVCKE2ECmrtvtHA74Xh7hPpaT6eNsV,1508728839836,75,100,25,0
5FWBtV5NDMQf3vupAEWEGuAVkXsij8XCmSpATGum8MCq5EbL,29334999986,0,100,100,0
5CqJc7HoiapPyXmBXMfdPq5Ydo5yMEJ5gptMDXYyRtiZaFGi,15728938542620,75,100,25,0
5DcwZrj8AviTiAatFbHNZr8GgvamaJ9HWBPuA7qGsQXT7KLF,108838999934,100,100,0,0
5FKem5LEm6NhGTkg1tQ6R9L6iuuU4W3npfvJFygxSH8FNEpm,738456294200,75,100,25,0
5EL5o2Wxuc4dFGt5sUwAkFT4vYETz1CPbhCkbKXw5gxbf3Hz,13308999930,100,100,0,0
5CtaZoTNh3S63taUzkUESyRSY3BDJhfgye97cEtcBBd8jkgR,34889595948106,100,100,0,0
5D5FcikPF2khQ4FUDXo2ufTSgMbyPcCK9XACe4goYJsjFYgL,237003369107,100,100,0,0
5DF6MkCKNciTKVpRAeVPtdAHoHooEwdtm8oHGLAaa6FPfQzp,41614457708,100,100,0,0
5FsnceF9jHj4joWUnfXftaKpcST75XnKFBjzZL8fPJuZ1aAV,2290908092236,25,75,75,25
5GEcNQmCBWFAzARdiTo8NjjSg7r1GMvmMZTw1PVmLP9WrPb2,28259999801,100,100,0,0
5GYWpMbvCLhwQ53TK57nXFFzLpbhPazW9Dw2h3TrtqysWAcZ,14542092536,0,100,100,0
5EecAHceuBsFhx9KNYseSm8Jt3HYM5bRFjUgF12FXCDN654Z,17060846000,0,100,100,0
5HJzYL9E9SCfjL7vzHajk7WTn32V1218tGTiqG3stQRGUn2A,99589000000,100,100,0,0
5DyherUHrHwrCbrhimNfHVGzaLjAufgxHGeYcisuoVeTo2xH,12775400000,0,100,100,0
5DJhU6fosKjAGCqdsUQfWbS1izrp7CJ8zQKYdkrqSBms1u3k,32053793506808,100,100,0,0
5Dq5vYU8oYKkXpQeHLHpcVTVwvtnPAtPzTJacrP1PKq64asF,53199528375765,0,75,100,25
5Dz9VYpmeQrZJpSTaiQYWSq9L2wT8NsNuaREXzkHDpbJApM1,12410172635671,0,0,100,100
5F6kdebC3H1PEVzjuxSMjEXtA1A9DQg5iJLNHyDMJywd3FXC,207454634098207,25,75,75,25
5EqCkraKfrGBrmQkomHBamFfKJbc2s9mnEmd5vZr71n6DwcP,20589000000,100,25,0,75
5H6boJMWYwFDZLb7D7s4VskdVmvZbPebyqsV3vWGhCqvWwAN,18095999758,0,0,100,100
5EUJhWYZ4uK4nSufATG13RSp5SE6ry2EyrZ8NTwvtkZCz1d9,587042399958,50,50,50,50
5CiB12iYd6c7tnr8428xkiW624Moz5GMSc8F9zo5pCxJjyjC,80635496038,75,100,25,0
5DtnML8eMhaxT9EtXRQqzHf5MvGicYxihnsiJUbn2sLkJiCo,977030481644,0,0,100,100
5G4w8pK7Du4WRw1FYN9YHGEzvzXciXKsKMQKBYPSVzLe9RTC,7023362965718,0,100,100,0
5HYg13hYfAhGy5u4enf5qHtv1oGcDiSdFiFsf7QrBr5j9785,812545000000,100,75,0,25
5F3sGXSFDCcXG8NBJjYvrcdqem2UtvNZMqfFCBTyBFLYWAhR,3800170999966,0,100,100,0
5E21pYNkmrVvkxkzxFnq1D3ytXYiDU74Gq7Jas8EnyWbDo2U,182946000000,100,100,0,0
5FnAywC4QsiVxJoEC9MPuXi36ADaaH56ncGASWoJS4FrUSwA,19589000000,100,25,0,75
5CqUmkGNGRE8HBo5aB3JcgcmH4ipnFbTMCLedLkJHKXs51dX,60302437394,0,100,100,0
5DHg6SCosHcgHM6Wshm7APwPE8LU79Uiy1G822FHDY4s1xRz,29235600000,25,75,75,25
5GWGarFWqanigYdP53KD65DnbKFFMRY9gohWQ3ihtVu3N6m7,15089000000,0,0,100,100
5CLfaJuG9HqJfpAN5rXuHhBF7oqAF5bucDEqKQMME6Z8bhUj,21777200000,0,0,100,100
5Ec4rjZtdtRjVaz2o3dvtdeYjUTi7NUbcniKh4Vy1NnY1xTt,626280009751,50,100,50,0
5FvdKtQU5i9LAFGePTbs9AiQLdeA4Yz23NZzTL1dJuczfZz2,134552198193,0,25,100,75
5GcB4cdBRzc2zqYc1CeqsCCCzxijcaqZCV2LcP7L4zpQGi67,579594999972,0,100,100,0
5ChZKVg7rSyVSLMxEyCRj7WCNPqAQnQicqKFVEYmWbs1hHme,38117513794421,0,100,100,0
5Hdjf61YWFZ1ir7FemcqDgCBYfjMSUzKBQaBTUqLY7Bgd5oU,13549000000,100,100,0,0
5DksjtJER6oLDWkWKCWcL3f1swPWeNNFsS9zHxa2rPa7LsH9,64313435756394,0,100,100,0
5Hdz8xGibku1fVqGigiE5LSP5owUvTEhcE53wnCWuoKr7dJD,1.10268E+15,0,100,100,0
5EZSfz7PXcq1UrefvE3MpREy7mrtZz7kWMRias5FhTTB4HkV,47262994605,0,100,100,0
5GnG4nonRPUSV3hoZYg2Q1QEZg8pBkwHvrNf8aZMAZSQhrPL,785923426835,25,75,75,25
5GjGKepNGTyWqmjJbQ1r7RA2jD64Uds8DijGnbRHFGuNtnqQ,4750481233029,0,100,100,0
5GTiyviUHYRs9GcpNHV73sUk1tRp34oZ5hVbJkHLc6sYXZvU,832089000000,0,100,100,0
5E7GhGpw9NsKY2Mhh4JeAAZpE3XSHApULrD32vEALwYhVriX,4170615269756,0,100,100,0
5HBsepE8htaa78qkK8twD73yGZpVmwHysy58q8xQ9kKasHXY,832089000000,0,100,100,0
5FYqzd2CLG7ePxEBhwW1GNcNsTESfZ1LjUC2ZkYz8734wh4w,833530523073,0,100,100,0
5Gx3n4536UxvdJdQufoezZdtoKPmRiEBNmMMEyBUGNxHkVgb,832089000000,0,100,100,0
5ERa4ykefLX7RwZ8qyRvmjZkxwNSedb3NMxbfCkun2mUwzog,19089000000,25,75,75,25
5CPYvkURgJsX7JGfSK5a1C7sJEydZqTaFKJ8umCnSaBb4x4o,125432999986,0,100,100,0
5CcsgJLszbWyZkeT7KbT28GHhmE2trbRRB9tkcANuLaERZFJ,23926386088745,0,100,100,0
5DaHiLLBnhVbtcFM8MhTSFa8Fi649GiFABcfm727hE7EY8Y6,1337059999052,75,100,25,0
5EoFBXX4W4wvGt2V7BiCdzrLvxrvtJCB3b6L4xYqANXXFXs3,10843999986,0,100,100,0
5FnKtu7Tdy2Zcs4VD2TD8TX8JPEwabafWkPv93F8Cu8ewrub,469082497249,0,100,100,0
